"TIME","GEO","GEO_LABEL","S_ADJ","NACE_R2","SIZECLAS","ISCO08","ISCO08_LABEL","INDIC_EM","Value","Flag and Footnotes"
"2018Q2","FR","France","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC4_5","Clerical support workers, service and sales workers","Number of occupied jobs",":",""
"2018Q2","FR","France","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC6_7","Skilled agricultural, forestry and fishery workers, craft and related trades workers","Number of occupied jobs",":",""
"2018Q2","FR","France","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC8_9","Plant and machine operators and assemblers, elementary occupations","Number of occupied jobs",":",""
"2018Q2","HR","Croatia","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC1-3","Managers, professionals, technicians and associate professionals","Number of occupied jobs",":",""
"2018Q2","HR","Croatia","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC4_5","Clerical support workers, service and sales workers","Number of occupied jobs",":",""
"2018Q2","HR","Croatia","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC6_7","Skilled agricultural, forestry and fishery workers, craft and related trades workers","Number of occupied jobs",":",""
"2018Q2","HR","Croatia","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC8_9","Plant and machine operators and assemblers, elementary occupations","Number of occupied jobs",":",""
"2018Q2","IT","Italy","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC1-3","Managers, professionals, technicians and associate professionals","Number of occupied jobs",":",""
"2018Q2","IT","Italy","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC4_5","Clerical support workers, service and sales workers","Number of occupied jobs",":",""
"2018Q2","IT","Italy","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC6_7","Skilled agricultural, forestry and fishery workers, craft and related trades workers","Number of occupied jobs",":",""
"2018Q2","IT","Italy","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC8_9","Plant and machine operators and assemblers, elementary occupations","Number of occupied jobs",":",""
"2018Q2","CY","Cyprus","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC1-3","Managers, professionals, technicians and associate professionals","Number of occupied jobs",":",""
"2018Q2","CY","Cyprus","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC4_5","Clerical support workers, service and sales workers","Number of occupied jobs",":",""
"2018Q2","CY","Cyprus","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC6_7","Skilled agricultural, forestry and fishery workers, craft and related trades workers","Number of occupied jobs",":",""
"2018Q2","CY","Cyprus","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC8_9","Plant and machine operators and assemblers, elementary occupations","Number of occupied jobs",":",""
"2018Q2","CY00","Kypros","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC1-3","Managers, professionals, technicians and associate professionals","Number of occupied jobs",":",""
"2018Q2","CY00","Kypros","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC4_5","Clerical support workers, service and sales workers","Number of occupied jobs",":",""
"2018Q2","CY00","Kypros","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","Total","OC6_7","Skilled agricultural, forestry and fishery workers, craft and related trades workers","Number of occupied jobs",":",""
